resource_type_name;raw_arn;originating_service;arn;partition;service;region;account;resource_path;condition_keys
profile;arn:${Partition}:a4b:${Region}:${Account}:profile/${Resource_id};a4b;arn;${Partition};a4b;${Region};${Account};${Resource_id};
room;arn:${Partition}:a4b:${Region}:${Account}:room/${Resource_id};a4b;arn;${Partition};a4b;${Region};${Account};${Resource_id};aws:ResourceTag/${TagKey}
device;arn:${Partition}:a4b:${Region}:${Account}:device/${Resource_id};a4b;arn;${Partition};a4b;${Region};${Account};${Resource_id};aws:ResourceTag/${TagKey}
skillgroup;arn:${Partition}:a4b:${Region}:${Account}:skill-group/${Resource_id};a4b;arn;${Partition};a4b;${Region};${Account};${Resource_id};
user;arn:${Partition}:a4b:${Region}:${Account}:user/${Resource_id};a4b;arn;${Partition};a4b;${Region};${Account};${Resource_id};aws:ResourceTag/${TagKey}
addressbook;arn:${Partition}:a4b:${Region}:${Account}:address-book/${Resource_id};a4b;arn;${Partition};a4b;${Region};${Account};${Resource_id};
conferenceprovider;arn:${Partition}:a4b:${Region}:${Account}:conference-provider/${Resource_id};a4b;arn;${Partition};a4b;${Region};${Account};${Resource_id};
contact;arn:${Partition}:a4b:${Region}:${Account}:contact/${Resource_id};a4b;arn;${Partition};a4b;${Region};${Account};${Resource_id};
schedule;arn:${Partition}:a4b:${Region}:${Account}:schedule/${Resource_id};a4b;arn;${Partition};a4b;${Region};${Account};${Resource_id};
networkprofile;arn:${Partition}:a4b:${Region}:${Account}:network-profile/${Resource_id};a4b;arn;${Partition};a4b;${Region};${Account};${Resource_id};
Analyzer;arn:${Partition}:access-analyzer:${Region}:${Account}:analyzer/${analyzerName};access-analyzer;arn;${Partition};access-analyzer;${Region};${Account};${analyzerName};aws:ResourceTag/${TagKey}
ArchiveRule;arn:${Partition}:access-analyzer:${Region}:${Account}:analyzer/${analyzerName}/archive-rule/${ruleName};access-analyzer;arn;${Partition};access-analyzer;${Region};${Account};${analyzerName}/archive-rule/${ruleName};
certificate;arn:${Partition}:acm:${Region}:${Account}:certificate/${CertificateId};acm;arn;${Partition};acm;${Region};${Account};${CertificateId};aws:ResourceTag/${TagKey}
certificate-authority;arn:${Partition}:acm-pca:${Region}:${Account}:certificate-authority/${CertificateAuthorityId};acm-pca;arn;${Partition};acm-pca;${Region};${Account};${CertificateAuthorityId};aws:ResourceTag/${TagKey}
apps;arn:${Partition}:amplify:${Region}:${Account}:apps/${AppId};amplify;arn;${Partition};amplify;${Region};${Account};${AppId};aws:ResourceTag/${TagKey}
branches;arn:${Partition}:amplify:${Region}:${Account}:apps/${AppId}/branches/${BranchName};amplify;arn;${Partition};amplify;${Region};${Account};${AppId}/branches/${BranchName};aws:ResourceTag/${TagKey}
jobs;arn:${Partition}:amplify:${Region}:${Account}:apps/${AppId}/branches/${BranchName}/jobs/${JobId};amplify;arn;${Partition};amplify;${Region};${Account};${AppId}/branches/${BranchName}/jobs/${JobId};
domains;arn:${Partition}:amplify:${Region}:${Account}:apps/${AppId}/domains/${DomainName};amplify;arn;${Partition};amplify;${Region};${Account};${AppId}/domains/${DomainName};aws:ResourceTag/${TagKey}
apigateway-general;arn:${Partition}:apigateway:${Region}::${ApiGatewayResourcePath};apigateway;arn;${Partition};apigateway;${Region};;;aws:ResourceTag/${TagKey}
application;arn:${Partition}:appconfig:${Region}:${Account}:application/${ApplicationId};appconfig;arn;${Partition};appconfig;${Region};${Account};${ApplicationId};aws:ResourceTag/${TagKey}
environment;arn:${Partition}:appconfig:${Region}:${Account}:application/${ApplicationId}/environment/${EnvironmentId};appconfig;arn;${Partition};appconfig;${Region};${Account};${ApplicationId}/environment/${EnvironmentId};aws:ResourceTag/${TagKey}
configurationprofile;arn:${Partition}:appconfig:${Region}:${Account}:application/${ApplicationId}/configurationprofile/${ConfigurationProfileId};appconfig;arn;${Partition};appconfig;${Region};${Account};${ApplicationId}/configurationprofile/${ConfigurationProfileId};aws:ResourceTag/${TagKey}
deploymentstrategy;arn:${Partition}:appconfig:${Region}:${Account}:deploymentstrategy/${DeploymentStrategyId};appconfig;arn;${Partition};appconfig;${Region};${Account};${DeploymentStrategyId};aws:ResourceTag/${TagKey}
deployment;arn:${Partition}:appconfig:${Region}:${Account}:application/${ApplicationId}/environment/${EnvironmentId}/deployment/${DeploymentNumber};appconfig;arn;${Partition};appconfig;${Region};${Account};${ApplicationId}/environment/${EnvironmentId}/deployment/${DeploymentNumber};aws:ResourceTag/${TagKey}
mesh;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName};appmesh;arn;${Partition};appmesh;${Region};${Account};${MeshName};aws:ResourceTag/${TagKey}
virtualService;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualService/${VirtualServiceName};appmesh;arn;${Partition};appmesh;${Region};${Account};${MeshName}/virtualService/${VirtualServiceName};aws:ResourceTag/${TagKey}
virtualNode;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualNode/${VirtualNodeName};appmesh;arn;${Partition};appmesh;${Region};${Account};${MeshName}/virtualNode/${VirtualNodeName};aws:ResourceTag/${TagKey}
virtualRouter;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName};appmesh;arn;${Partition};appmesh;${Region};${Account};${MeshName}/virtualRouter/${VirtualRouterName};aws:ResourceTag/${TagKey}
route;arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}/route/${RouteName};appmesh;arn;${Partition};appmesh;${Region};${Account};${MeshName}/virtualRouter/${VirtualRouterName}/route/${RouteName};aws:ResourceTag/${TagKey}
mesh;arn:${Partition}:appmesh-preview:${Region}:${Account}:mesh/${MeshName};appmesh-preview;arn;${Partition};appmesh-preview;${Region};${Account};${MeshName};
virtualService;arn:${Partition}:appmesh-preview:${Region}:${Account}:mesh/${MeshName}/virtualService/${VirtualServiceName};appmesh-preview;arn;${Partition};appmesh-preview;${Region};${Account};${MeshName}/virtualService/${VirtualServiceName};
virtualNode;arn:${Partition}:appmesh-preview:${Region}:${Account}:mesh/${MeshName}/virtualNode/${VirtualNodeName};appmesh-preview;arn;${Partition};appmesh-preview;${Region};${Account};${MeshName}/virtualNode/${VirtualNodeName};
virtualRouter;arn:${Partition}:appmesh-preview:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName};appmesh-preview;arn;${Partition};appmesh-preview;${Region};${Account};${MeshName}/virtualRouter/${VirtualRouterName};
route;arn:${Partition}:appmesh-preview:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName}/route/${RouteName};appmesh-preview;arn;${Partition};appmesh-preview;${Region};${Account};${MeshName}/virtualRouter/${VirtualRouterName}/route/${RouteName};
fleet;arn:${Partition}:appstream:${Region}:${Account}:fleet/${FleetName};appstream;arn;${Partition};appstream;${Region};${Account};${FleetName};aws:ResourceTag/${TagKey}
image;arn:${Partition}:appstream:${Region}:${Account}:image/${ImageName};appstream;arn;${Partition};appstream;${Region};${Account};${ImageName};aws:ResourceTag/${TagKey}
image-builder;arn:${Partition}:appstream:${Region}:${Account}:image-builder/${ImageBuilderName};appstream;arn;${Partition};appstream;${Region};${Account};${ImageBuilderName};aws:ResourceTag/${TagKey}
stack;arn:${Partition}:appstream:${Region}:${Account}:stack/${StackName};appstream;arn;${Partition};appstream;${Region};${Account};${StackName};aws:ResourceTag/${TagKey}
datasource;arn:${Partition}:appsync:${Region}:${Account}:apis/${GraphQLAPIId}/datasources/${DatasourceName};appsync;arn;${Partition};appsync;${Region};${Account};${GraphQLAPIId}/datasources/${DatasourceName};
graphqlapi;arn:${Partition}:appsync:${Region}:${Account}:apis/${GraphQLAPIId};appsync;arn;${Partition};appsync;${Region};${Account};${GraphQLAPIId};aws:ResourceTag/${TagKey}
field;arn:${Partition}:appsync:${Region}:${Account}:apis/${GraphQLAPIId}/types/${TypeName}/fields/${FieldName};appsync;arn;${Partition};appsync;${Region};${Account};${GraphQLAPIId}/types/${TypeName}/fields/${FieldName};
type;arn:${Partition}:appsync:${Region}:${Account}:apis/${GraphQLAPIId}/types/${TypeName};appsync;arn;${Partition};appsync;${Region};${Account};${GraphQLAPIId}/types/${TypeName};
function;arn:${Partition}:appsync:${Region}:${Account}:apis/${GraphQLAPIId}/functions/${FunctionId};appsync;arn;${Partition};appsync;${Region};${Account};${GraphQLAPIId}/functions/${FunctionId};
report-package;arn:${Partition}:artifact:::report-package/*;artifact;arn;${Partition};artifact;;;*;
customer-agreement;arn:${Partition}:artifact::${Account}:customer-agreement/*;artifact;arn;${Partition};artifact;;${Account};*;
agreement;arn:${Partition}:artifact:::agreement/*;artifact;arn;${Partition};artifact;;;*;
workgroup;arn:${Partition}:athena:${Region}:${Account}:workgroup/${WorkGroupName};athena;arn;${Partition};athena;${Region};${Account};${WorkGroupName};aws:ResourceTag/${TagKey}
autoScalingGroup;arn:${Partition}:autoscaling:${Region}:${Account}:autoScalingGroup:${GroupId}:autoScalingGroupName/${GroupFriendlyName};autoscaling;arn;${Partition};autoscaling;${Region};${Account};${GroupFriendlyName};autoscaling:ResourceTag/${TagKey},aws:ResourceTag/${TagKey}
launchConfiguration;arn:${Partition}:autoscaling:${Region}:${Account}:launchConfiguration:${Id}:launchConfigurationName/${LaunchConfigurationName};autoscaling;arn;${Partition};autoscaling;${Region};${Account};${LaunchConfigurationName};
Entity;arn:${Partition}:aws-marketplace:${Region}:${Account}:${Catalog}/${EntityType}/${ResourceId};aws-marketplace;arn;${Partition};aws-marketplace;${Region};${Account};${EntityType}/${ResourceId};
ChangeSet;arn:${Partition}:aws-marketplace:${Region}:${Account}:${Catalog}/ChangeSet/${ResourceId};aws-marketplace;arn;${Partition};aws-marketplace;${Region};${Account};ChangeSet/${ResourceId};
backupVault;arn:${Partition}:backup:${Region}:${Account}:backup-vault:${BackupVaultName};backup;arn;${Partition};backup;${Region};${Account};${BackupVaultName};
backupPlan;arn:${Partition}:backup:${Region}:${Account}:backup-plan:${BackupPlanId};backup;arn;${Partition};backup;${Region};${Account};${BackupPlanId};
recoveryPoint;arn:${Partition}:${Vendor}:${Region}:*:${ResourceType}:${RecoveryPointId};backup;arn;${Partition};${Vendor};${Region};*;${RecoveryPointId};
job-queue;arn:${Partition}:batch:${Region}:${Account}:job-queue/${JobQueueName};batch;arn;${Partition};batch;${Region};${Account};${JobQueueName};
job-definition;arn:${Partition}:batch:${Region}:${Account}:job-definition/${JobDefinitionName}:${Revision};batch;arn;${Partition};batch;${Region};${Account};${JobDefinitionName}:${Revision};
budget;arn:${Partition}:budgets::${Account}:budget/${BudgetName};budgets;arn;${Partition};budgets;;${Account};${BudgetName};
keyspace;arn:${Partition}:cassandra:${Region}:${Account}:/keyspace/${KeyspaceName}/;cassandra;arn;${Partition};cassandra;${Region};${Account};keyspace/${KeyspaceName}/;
table;arn:${Partition}:cassandra:${Region}:${Account}:/keyspace/${KeyspaceName}/table/${tableName};cassandra;arn;${Partition};cassandra;${Region};${Account};keyspace/${KeyspaceName}/table/${tableName};
ChatbotConfiguration;arn:${Partition}:chatbot::${account}:${resourceType}/${resourceName};chatbot;arn;${Partition};chatbot;;${account};${resourceName};
environment;arn:${Partition}:cloud9:${Region}:${Account}:environment:${ResourceId};cloud9;arn;${Partition};cloud9;${Region};${Account};${ResourceId};aws:ResourceTag/${TagKey}
appliedSchema;arn:${Partition}:clouddirectory:${Region}:${Account}:directory/${DirectoryId}/schema/${SchemaName}/${Version};clouddirectory;arn;${Partition};clouddirectory;${Region};${Account};${DirectoryId}/schema/${SchemaName}/${Version};
developmentSchema;arn:${Partition}:clouddirectory:${Region}:${Account}:schema/development/${SchemaName};clouddirectory;arn;${Partition};clouddirectory;${Region};${Account};development/${SchemaName};
directory;arn:${Partition}:clouddirectory:${Region}:${Account}:directory/${DirectoryId};clouddirectory;arn;${Partition};clouddirectory;${Region};${Account};${DirectoryId};
publishedSchema;arn:${Partition}:clouddirectory:${Region}:${Account}:schema/published/${SchemaName}/${Version};clouddirectory;arn;${Partition};clouddirectory;${Region};${Account};published/${SchemaName}/${Version};
stack;arn:${Partition}:cloudformation:${Region}:${Account}:stack/${StackName}/${Id};cloudformation;arn;${Partition};cloudformation;${Region};${Account};${StackName}/${Id};aws:ResourceTag/${TagKey}
stackset;arn:${Partition}:cloudformation:${Region}:${Account}:stackset/${StackSetName}:${Id};cloudformation;arn;${Partition};cloudformation;${Region};${Account};${StackSetName}:${Id};aws:ResourceTag/${TagKey}
changeset;arn:${Partition}:cloudformation:${Region}:${Account}:changeSet/${ChangeSetName}:${Id};cloudformation;arn;${Partition};cloudformation;${Region};${Account};${ChangeSetName}:${Id};
distribution;arn:${Partition}:cloudfront::${Account}:distribution/${DistributionId};cloudfront;arn;${Partition};cloudfront;;${Account};${DistributionId};aws:ResourceTag/${TagKey}
streaming-distribution;arn:${Partition}:cloudfront::${Account}:streaming-distribution/${DistributionId};cloudfront;arn;${Partition};cloudfront;;${Account};${DistributionId};aws:ResourceTag/${TagKey}
origin-access-identity;arn:${Partition}:cloudfront::${Account}:origin-access-identity/${Id};cloudfront;arn;${Partition};cloudfront;;${Account};${Id};
backup;arn:${Partition}:cloudhsm:${Region}:${Account}:backup/${CloudHsmBackupInstanceName};cloudhsm;arn;${Partition};cloudhsm;${Region};${Account};${CloudHsmBackupInstanceName};aws:ResourceTag/${TagKey}
cluster;arn:${Partition}:cloudhsm:${Region}:${Account}:cluster/${CloudHsmClusterInstanceName};cloudhsm;arn;${Partition};cloudhsm;${Region};${Account};${CloudHsmClusterInstanceName};aws:ResourceTag/${TagKey}
domain;arn:${Partition}:cloudsearch:${Region}:${Account}:domain/${DomainName};cloudsearch;arn;${Partition};cloudsearch;${Region};${Account};${DomainName};
trail;arn:${Partition}:cloudtrail:${Region}:${Account}:trail/${TrailName};cloudtrail;arn;${Partition};cloudtrail;${Region};${Account};${TrailName};
alarm;arn:${Partition}:cloudwatch:${Region}:${Account}:alarm:${AlarmName};cloudwatch;arn;${Partition};cloudwatch;${Region};${Account};${AlarmName};aws:ResourceTag/${TagKey}
dashboard;arn:${Partition}:cloudwatch::${Account}:dashboard/${DashboardName};cloudwatch;arn;${Partition};cloudwatch;;${Account};${DashboardName};
insight-rule;arn:${Partition}:cloudwatch:${Region}:${Account}:insight-rule/${InsightRuleName};cloudwatch;arn;${Partition};cloudwatch;${Region};${Account};${InsightRuleName};
build;arn:${Partition}:codebuild:${Region}:${Account}:build/${BuildId};codebuild;arn;${Partition};codebuild;${Region};${Account};${BuildId};
project;arn:${Partition}:codebuild:${Region}:${Account}:project/${ProjectName};codebuild;arn;${Partition};codebuild;${Region};${Account};${ProjectName};aws:ResourceTag/${TagKey}
report-group;arn:${Partition}:codebuild:${Region}:${Account}:report-group/${ReportGroupName};codebuild;arn;${Partition};codebuild;${Region};${Account};${ReportGroupName};
report;arn:${Partition}:codebuild:${Region}:${Account}:report/${ReportGroupName}:${ReportId};codebuild;arn;${Partition};codebuild;${Region};${Account};${ReportGroupName}:${ReportId};
repository;arn:${Partition}:codecommit:${Region}:${Account}:${RepositoryName};codecommit;arn;${Partition};codecommit;${Region};${Account};;aws:ResourceTag/${TagKey}
application;arn:${Partition}:codedeploy:${Region}:${Account}:application:${ApplicationName};codedeploy;arn;${Partition};codedeploy;${Region};${Account};${ApplicationName};
deploymentconfig;arn:${Partition}:codedeploy:${Region}:${Account}:deploymentconfig:${DeploymentConfigurationName};codedeploy;arn;${Partition};codedeploy;${Region};${Account};${DeploymentConfigurationName};
deploymentgroup;arn:${Partition}:codedeploy:${Region}:${Account}:deploymentgroup:${ApplicationName}/${DeploymentGroupName};codedeploy;arn;${Partition};codedeploy;${Region};${Account};${DeploymentGroupName};
instance;arn:${Partition}:codedeploy:${Region}:${Account}:instance:${InstanceName};codedeploy;arn;${Partition};codedeploy;${Region};${Account};${InstanceName};
ProfilingGroup;arn:${Partition}:codeguru-profiler:${Region}:${Account}:profilingGroup/${profilingGroupName};codeguru-profiler;arn;${Partition};codeguru-profiler;${Region};${Account};${profilingGroupName};
association;arn:${Partition}:codeguru-reviewer::${Account}:association:${ResourceId};codeguru-reviewer;arn;${Partition};codeguru-reviewer;;${Account};${ResourceId};
repository;arn:${Partition}:codecommit:${Region}:${Account}:${RepositoryName};codeguru-reviewer;arn;${Partition};codecommit;${Region};${Account};;aws:ResourceTag/${TagKey}
action;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}/${StageName}/${ActionName};codepipeline;arn;${Partition};codepipeline;${Region};${Account};${StageName}/${ActionName};aws:ResourceTag/${TagKey}
actiontype;arn:${Partition}:codepipeline:${Region}:${Account}:actiontype:${Owner}/${Category}/${Provider}/${Version};codepipeline;arn;${Partition};codepipeline;${Region};${Account};${Category}/${Provider}/${Version};aws:ResourceTag/${TagKey}
pipeline;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName};codepipeline;arn;${Partition};codepipeline;${Region};${Account};;aws:ResourceTag/${TagKey}
stage;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}/${StageName};codepipeline;arn;${Partition};codepipeline;${Region};${Account};${StageName};aws:ResourceTag/${TagKey}
webhook;arn:${Partition}:codepipeline:${Region}:${Account}:webhook:${WebhookName};codepipeline;arn;${Partition};codepipeline;${Region};${Account};${WebhookName};aws:ResourceTag/${TagKey}
project;arn:${Partition}:codestar:${Region}:${Account}:project/${ProjectId};codestar;arn;${Partition};codestar;${Region};${Account};${ProjectId};aws:ResourceTag/${TagKey}
user;arn:${Partition}:iam::${Account}:user/${aws:username};codestar;arn;${Partition};iam;;${Account};${aws:username};iam:ResourceTag/${TagKey}
notificationrule;arn:${Partition}:codestar-notifications:${Region}:${Account}:notificationrule/${NotificationRuleId};codestar-notifications;arn;${Partition};codestar-notifications;${Region};${Account};${NotificationRuleId};aws:ResourceTag/${TagKey}
identitypool;arn:${Partition}:cognito-identity:${Region}:${Account}:identitypool/${IdentityPoolId};cognito-identity;arn;${Partition};cognito-identity;${Region};${Account};${IdentityPoolId};aws:ResourceTag/${TagKey}
userpool;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId};cognito-idp;arn;${Partition};cognito-idp;${Region};${Account};${UserPoolId};aws:ResourceTag/${TagKey}
dataset;arn:${Partition}:cognito-sync:${Region}:${Account}:identitypool/${IdentityPoolId}/identity/${IdentityId}/dataset/${DatasetName};cognito-sync;arn;${Partition};cognito-sync;${Region};${Account};${IdentityPoolId}/identity/${IdentityId}/dataset/${DatasetName};
identity;arn:${Partition}:cognito-sync:${Region}:${Account}:identitypool/${IdentityPoolId}/identity/${IdentityId};cognito-sync;arn;${Partition};cognito-sync;${Region};${Account};${IdentityPoolId}/identity/${IdentityId};
identitypool;arn:${Partition}:cognito-sync:${Region}:${Account}:identitypool/${IdentityPoolId};cognito-sync;arn;${Partition};cognito-sync;${Region};${Account};${IdentityPoolId};
document-classifier;arn:${Partition}:comprehend:${Region}:${Account}:document-classifier/${DocumentClassifierName};comprehend;arn;${Partition};comprehend;${Region};${Account};${DocumentClassifierName};aws:ResourceTag/${TagKey}
entity-recognizer;arn:${Partition}:comprehend:${Region}:${Account}:entity-recognizer/${EntityRecognizerName};comprehend;arn;${Partition};comprehend;${Region};${Account};${EntityRecognizerName};aws:ResourceTag/${TagKey}
document-classifier-endpoint;arn:${Partition}:comprehend:${Region}:${Account}:document-classifier-endpoint/${DocumentClassifierEndpointName};comprehend;arn;${Partition};comprehend;${Region};${Account};${DocumentClassifierEndpointName};aws:ResourceTag/${TagKey}
AggregationAuthorization;arn:${Partition}:config:${Region}:${Account}:aggregation-authorization/${AggregatorAccount}/${AggregatorRegion};config;arn;${Partition};config;${Region};${Account};${AggregatorAccount}/${AggregatorRegion};aws:ResourceTag/${TagKey}
ConfigurationAggregator;arn:${Partition}:config:${Region}:${Account}:config-aggregator/${AggregatorId};config;arn;${Partition};config;${Region};${Account};${AggregatorId};aws:ResourceTag/${TagKey}
ConfigRule;arn:${Partition}:config:${Region}:${Account}:config-rule/${ConfigRuleId};config;arn;${Partition};config;${Region};${Account};${ConfigRuleId};aws:ResourceTag/${TagKey}
ConformancePack;arn:${Partition}:config:${Region}:${Account}:conformance-pack/${ConformancePackName}/${ConformancePackId};config;arn;${Partition};config;${Region};${Account};${ConformancePackName}/${ConformancePackId};aws:ResourceTag/${TagKey}
OrganizationConfigRule;arn:${Partition}:config:${Region}:${Account}:organization-config-rule/${OrganizationConfigRuleId};config;arn;${Partition};config;${Region};${Account};${OrganizationConfigRuleId};
OrganizationConformancePack;arn:${Partition}:config:${Region}:${Account}:organization-conformance-pack/${OrganizationConformancePackId};config;arn;${Partition};config;${Region};${Account};${OrganizationConformancePackId};
RemediationConfiguration;arn:${Partition}:config:${Region}:${Account}:remediation-configuration/${RemediationConfigurationId};config;arn;${Partition};config;${Region};${Account};${RemediationConfigurationId};
instance;arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId};connect;arn;${Partition};connect;${Region};${Account};${InstanceId};
contact;arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/contact/${ContactId};connect;arn;${Partition};connect;${Region};${Account};${InstanceId}/contact/${ContactId};
user;arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/agent/${UserId};connect;arn;${Partition};connect;${Region};${Account};${InstanceId}/agent/${UserId};aws:ResourceTag/${TagKey}
routing-profile;arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/routing-profile/${RoutingProfileId};connect;arn;${Partition};connect;${Region};${Account};${InstanceId}/routing-profile/${RoutingProfileId};
security-profile;arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/security-profile/${SecurityProfileId};connect;arn;${Partition};connect;${Region};${Account};${InstanceId}/security-profile/${SecurityProfileId};
hierarchy-group;arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/agent-group/${HierarchyGroupId};connect;arn;${Partition};connect;${Region};${Account};${InstanceId}/agent-group/${HierarchyGroupId};
queue;arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/queue/${QueueId};connect;arn;${Partition};connect;${Region};${Account};${InstanceId}/queue/${QueueId};
contact-flow;arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/contact-flow/${ContactFlowId};connect;arn;${Partition};connect;${Region};${Account};${InstanceId}/contact-flow/${ContactFlowId};
hours-of-operation;arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/operating-hours/${HoursOfOperationId};connect;arn;${Partition};connect;${Region};${Account};${InstanceId}/operating-hours/${HoursOfOperationId};
phone-number;arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/phone-numbers/${PhoneNumberId};connect;arn;${Partition};connect;${Region};${Account};${InstanceId}/phone-numbers/${PhoneNumberId};
cur;arn:${Partition}:cur:${Region}:${Account}:definition/${ReportName};cur;arn;${Partition};cur;${Region};${Account};${ReportName};
jobs;arn:${Partition}:dataexchange:${Region}:${Account}:jobs/${JobId};dataexchange;arn;${Partition};dataexchange;${Region};${Account};${JobId};dataexchange:JobType
data-sets;arn:${Partition}:dataexchange:${Region}:${Account}:data-sets/${DataSetId};dataexchange;arn;${Partition};dataexchange;${Region};${Account};${DataSetId};
revisions;arn:${Partition}:dataexchange:${Region}:${Account}:data-sets/${DataSetId}/revisions/${RevisionId};dataexchange;arn;${Partition};dataexchange;${Region};${Account};${DataSetId}/revisions/${RevisionId};
assets;arn:${Partition}:dataexchange:${Region}:${Account}:data-sets/${DataSetId}/revisions/${RevisionId}/assets/${AssetId};dataexchange;arn;${Partition};dataexchange;${Region};${Account};${DataSetId}/revisions/${RevisionId}/assets/${AssetId};
agent;arn:${Partition}:datasync:${Region}:${AccountId}:agent/${AgentId};datasync;arn;${Partition};datasync;${Region};${AccountId};${AgentId};aws:ResourceTag/${TagKey}
location;arn:${Partition}:datasync:${Region}:${AccountId}:location/${LocationId};datasync;arn;${Partition};datasync;${Region};${AccountId};${LocationId};aws:ResourceTag/${TagKey}
task;arn:${Partition}:datasync:${Region}:${AccountId}:task/${TaskId};datasync;arn;${Partition};datasync;${Region};${AccountId};${TaskId};aws:ResourceTag/${TagKey}
taskexecution;arn:${Partition}:datasync:${Region}:${AccountId}:task/${TaskId}/execution/${ExecutionId};datasync;arn;${Partition};datasync;${Region};${AccountId};${TaskId}/execution/${ExecutionId};
application;arn:${Partition}:dax:${Region}:${Account}:cache/${ClusterName};dax;arn;${Partition};dax;${Region};${Account};${ClusterName};
device;arn:${Partition}:deeplens:${Region}:${Account}:device/${DeviceName};deeplens;arn;${Partition};deeplens;${Region};${Account};${DeviceName};
project;arn:${Partition}:deeplens:${Region}:${Account}:project/${ProjectName};deeplens;arn;${Partition};deeplens;${Region};${Account};${ProjectName};
model;arn:${Partition}:deeplens:${Region}:${Account}:model/${ModelName};deeplens;arn;${Partition};deeplens;${Region};${Account};${ModelName};
reinforcement_learning_model;arn:${Partition}:deepracer:${Region}:${Account}:model/reinforcement_learning/${ResourceId};deepracer;arn;${Partition};deepracer;${Region};${Account};reinforcement_learning/${ResourceId};
training_job;arn:${Partition}:deepracer:${Region}:${Account}:training_job/${ResourceId};deepracer;arn;${Partition};deepracer;${Region};${Account};${ResourceId};
evaluation_job;arn:${Partition}:deepracer:${Region}:${Account}:evaluation_job/${ResourceId};deepracer;arn;${Partition};deepracer;${Region};${Account};${ResourceId};
leaderboard_evaluation_job;arn:${Partition}:deepracer:${Region}:${Account}:leaderboard_evaluation_job/${ResourceId};deepracer;arn;${Partition};deepracer;${Region};${Account};${ResourceId};
track;arn:${Partition}:deepracer:${Region}::track/${ResourceId};deepracer;arn;${Partition};deepracer;${Region};;${ResourceId};
leaderboard;arn:${Partition}:deepracer:${Region}::leaderboard/${ResourceId};deepracer;arn;${Partition};deepracer;${Region};;${ResourceId};
Graph;arn:${Partition}:detective:${Region}:${Account}:graph:${ResourceId};detective;arn;${Partition};detective;${Region};${Account};${ResourceId};
project;arn:${Partition}:devicefarm:${Region}:${Account}:project:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};${Account};${ResourceId};aws:ResourceTag/${TagKey}
run;arn:${Partition}:devicefarm:${Region}:${Account}:run:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};${Account};${ResourceId};aws:ResourceTag/${TagKey}
job;arn:${Partition}:devicefarm:${Region}:${Account}:job:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};${Account};${ResourceId};
suite;arn:${Partition}:devicefarm:${Region}:${Account}:suite:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};${Account};${ResourceId};
test;arn:${Partition}:devicefarm:${Region}:${Account}:test:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};${Account};${ResourceId};
upload;arn:${Partition}:devicefarm:${Region}:${Account}:upload:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};${Account};${ResourceId};
artifact;arn:${Partition}:devicefarm:${Region}:${Account}:artifact:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};${Account};${ResourceId};
sample;arn:${Partition}:devicefarm:${Region}:${Account}:sample:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};${Account};${ResourceId};
networkprofile;arn:${Partition}:devicefarm:${Region}:${Account}:networkprofile:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};${Account};${ResourceId};aws:ResourceTag/${TagKey}
deviceinstance;arn:${Partition}:devicefarm:${Region}::deviceinstance:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};;${ResourceId};aws:ResourceTag/${TagKey}
session;arn:${Partition}:devicefarm:${Region}:${Account}:session:${ResourceId};devicefarm;arn;${Partition};devicefarm;${Region};${Account};${ResourceId};aws:ResourceTag/${TagKey}
